file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\job\flow\FlowHolder.java,org.springframework.batch.core.job.flow.FlowHolder,getFlows/0,false,28,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\test\repository\MySQLJdbcJobRepositoryIntegrationTests.java,org.springframework.batch.core.test.repository.MySQLJdbcJobRepositoryIntegrationTests$TestConfiguration,"jobOperator/4[org.springframework.batch.core.test.repository.JobLauncher,org.springframework.batch.core.test.repository.JobRegistry,org.springframework.batch.core.test.repository.JobExplorer,org.springframework.batch.core.test.repository.JobRepository]",false,155,7,0,0,0,1,4,8,1,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\test\repository\MySQLJdbcJobRepositoryIntegrationTests.java,org.springframework.batch.core.test.repository.MySQLJdbcJobRepositoryIntegrationTests$TestConfiguration,dataSource/0,false,131,2,0,0,0,1,7,8,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\test\repository\MySQLJdbcJobRepositoryIntegrationTests.java,org.springframework.batch.core.test.repository.MySQLJdbcJobRepositoryIntegrationTests$TestConfiguration,"job/2[org.springframework.batch.core.test.repository.JobRepository,org.springframework.batch.core.test.repository.PlatformTransactionManager]",false,146,7,0,0,0,1,3,6,1,2,2,3,0,0,0,0,0,0,3,0,0,0,1,0,0,1,8,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\test\repository\MySQLJdbcJobRepositoryIntegrationTests.java,org.springframework.batch.core.test.repository.MySQLJdbcJobRepositoryIntegrationTests$TestConfiguration,transactionManager/1[javax.sql.DataSource],false,141,2,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\test\repository\MySQLJdbcJobRepositoryIntegrationTests.java,org.springframework.batch.core.test.repository.MySQLJdbcJobRepositoryIntegrationTests$TestConfiguration,jobRegistryBeanPostProcessor/1[org.springframework.batch.core.test.repository.JobRegistry],false,165,3,0,0,0,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\test\repository\MySQLJdbcJobRepositoryIntegrationTests.java,org.springframework.batch.core.test.repository.MySQLJdbcJobRepositoryIntegrationTests$TestConfiguration,conversionService/0,false,172,4,0,0,0,1,1,22,1,2,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,15,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\file\SimpleResourceSuffixCreatorTests.java,org.springframework.batch.item.file.SimpleResourceSuffixCreatorTests,testGetSuffix/0,false,30,1,0,0,0,1,2,5,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\xml\SplitParser.java,org.springframework.batch.core.configuration.xml.SplitParser,"parse/2[org.w3c.dom.Element,org.springframework.batch.core.configuration.xml.ParserContext]",false,68,12,6,1,5,6,17,37,1,12,2,17,0,0,1,0,0,0,11,3,12,2,3,0,0,0,71,1,2,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\xml\SplitParser.java,org.springframework.batch.core.configuration.xml.SplitParser,SplitParser/1[java.lang.String],true,56,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testGetVersion/0,false,48,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testEqualsSelf/0,false,72,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testIncrementVersion/0,false,53,1,0,0,0,1,4,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testEqualsEntityWithNullId/0,false,83,2,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testEqualsEntityWrongId/0,false,94,2,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testEqualsEntity/0,false,89,2,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testEqualsNull/0,false,104,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testEqualsObject/0,false,99,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testHashCode/0,false,35,2,0,0,0,1,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testToString/0,false,66,2,0,0,0,1,3,4,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testIncrementVersionTwice/0,false,59,1,0,0,0,1,4,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testEqualsSelfWithNullId/0,false,77,2,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testHashCodeNullId/0,false,40,1,0,0,0,2,3,6,0,2,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,10,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,false,60,11,2,0,2,1,11,27,0,10,0,11,0,0,0,0,0,0,9,0,10,0,0,3,0,0,29,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,test/0,false,47,9,2,0,2,1,3,10,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,1,0,0,18,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfiguration/0,false,103,6,16,0,16,1,21,13,0,5,0,21,0,0,0,0,0,0,6,9,3,0,0,0,0,1,14,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,tearDown/0,false,63,1,0,0,0,2,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfigurationQueryProvider/0,false,70,8,21,0,21,1,27,22,0,7,0,27,0,0,0,0,0,0,7,12,5,0,0,0,0,1,22,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testParameters/0,false,189,6,18,0,18,1,24,16,0,6,0,24,0,0,0,0,0,0,9,11,4,0,0,0,0,1,23,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testPageSize/0,false,126,6,16,0,16,1,21,18,0,6,0,21,0,0,0,0,0,0,8,11,4,0,0,0,0,1,15,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testSaveState/0,false,155,6,18,0,18,1,24,22,0,7,0,24,0,0,0,0,0,0,7,12,5,0,0,0,0,1,17,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBeanRowMapper/0,false,217,6,17,0,17,1,19,13,0,3,0,19,0,0,0,0,0,0,6,5,3,0,0,0,0,0,15,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,setUp/0,false,57,3,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testValidation/0,false,238,3,7,0,7,1,9,23,0,2,0,9,0,0,0,0,0,0,11,6,14,0,0,0,0,0,26,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\tasklet\StoppableTasklet.java,org.springframework.batch.core.step.tasklet.StoppableTasklet,stop/0,false,35,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\launch\support\RunIdIncrementer.java,org.springframework.batch.core.launch.support.RunIdIncrementer,setKey/1[java.lang.String],false,43,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\launch\support\RunIdIncrementer.java,org.springframework.batch.core.launch.support.RunIdIncrementer,getNext/1[org.springframework.batch.core.JobParameters],false,54,4,6,0,6,4,7,14,1,3,1,7,0,0,0,2,1,1,1,2,4,2,2,0,0,0,34,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\HibernateCursorItemReaderNamedQueryIntegrationTests.java,org.springframework.batch.item.database.HibernateCursorItemReaderNamedQueryIntegrationTests,setQuery/1[org.springframework.batch.item.database.HibernateCursorItemReader<org.springframework.batch.item.database.Foo>],false,27,2,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\repeat\policy\DefaultResultCompletionPolicy.java,org.springframework.batch.repeat.policy.DefaultResultCompletionPolicy,"isComplete/2[org.springframework.batch.repeat.RepeatContext,org.springframework.batch.repeat.RepeatStatus]",false,40,2,1,0,1,2,1,3,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\repeat\policy\DefaultResultCompletionPolicy.java,org.springframework.batch.repeat.policy.DefaultResultCompletionPolicy,isComplete/1[org.springframework.batch.repeat.RepeatContext],false,50,1,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\scope\TestCollaborator.java,org.springframework.batch.core.scope.TestCollaborator,setParent/1[org.springframework.batch.core.scope.Collaborator],false,44,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\scope\TestCollaborator.java,org.springframework.batch.core.scope.TestCollaborator,setList/1[java.util.List<java.lang.String>],false,35,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\scope\TestCollaborator.java,org.springframework.batch.core.scope.TestCollaborator,getParent/0,false,40,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\scope\TestCollaborator.java,org.springframework.batch.core.scope.TestCollaborator,getList/0,false,31,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\scope\TestCollaborator.java,org.springframework.batch.core.scope.TestCollaborator,getName/0,false,49,0,5,5,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\scope\TestCollaborator.java,org.springframework.batch.core.scope.TestCollaborator,setName/1[java.lang.String],false,53,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\support\transaction\ConcurrentTransactionAwareProxyTests.java,org.springframework.batch.support.transaction.ConcurrentTransactionAwareProxyTests$Anonymous3,call/0,false,155,1,9,0,9,3,5,15,1,3,0,5,0,0,1,0,0,0,3,2,3,2,2,0,0,0,15,1,1,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\JpaPagingItemReaderAsyncTests.java,org.springframework.batch.item.database.JpaPagingItemReaderAsyncTests$Anonymous1,call/0,false,115,1,9,0,9,3,4,14,1,2,0,4,0,0,1,2,0,0,1,1,3,1,2,0,0,0,8,1,1,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\support\transaction\ConcurrentTransactionAwareProxyTests.java,org.springframework.batch.support.transaction.ConcurrentTransactionAwareProxyTests$Anonymous4,call/0,false,195,1,9,0,9,2,3,8,1,3,0,3,0,0,1,0,0,0,2,1,3,1,1,0,0,0,12,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-samples\src\test\java\org\springframework\batch\sample\quartz\JobLauncherDetailsTests.java,org.springframework.batch.sample.quartz.JobLauncherDetailsTests,setUp/0,false,61,4,2,0,2,1,2,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-samples\src\test\java\org\springframework\batch\sample\quartz\JobLauncherDetailsTests.java,org.springframework.batch.sample.quartz.JobLauncherDetailsTests,testExecuteWithJobNameAndParameters/0,false,118,7,2,0,2,1,9,11,0,3,0,9,1,1,0,0,0,0,4,4,3,0,0,0,0,0,17,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-samples\src\test\java\org\springframework\batch\sample\quartz\JobLauncherDetailsTests.java,org.springframework.batch.sample.quartz.JobLauncherDetailsTests,testExecuteWithSomeJobParameters/0,false,107,7,2,0,2,1,9,9,0,3,0,9,1,1,0,0,0,0,2,3,3,0,0,0,0,0,16,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-samples\src\test\java\org\springframework\batch\sample\quartz\JobLauncherDetailsTests.java,org.springframework.batch.sample.quartz.JobLauncherDetailsTests,testExecuteWithNoJobParameters/0,false,87,7,2,0,2,1,7,8,0,3,0,7,1,1,0,0,0,0,0,3,3,0,0,0,0,0,16,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-samples\src\test\java\org\springframework\batch\sample\quartz\JobLauncherDetailsTests.java,org.springframework.batch.sample.quartz.JobLauncherDetailsTests,testExecuteWithJobName/0,false,97,6,2,0,2,1,7,8,0,2,0,7,1,1,0,0,0,0,2,2,2,0,0,0,0,0,14,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-samples\src\test\java\org\springframework\batch\sample\quartz\JobLauncherDetailsTests.java,org.springframework.batch.sample.quartz.JobLauncherDetailsTests,createContext/1[org.springframework.batch.sample.quartz.JobDetail],false,80,5,6,5,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,2,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-samples\src\test\java\org\springframework\batch\sample\quartz\JobLauncherDetailsTests.java,org.springframework.batch.sample.quartz.JobLauncherDetailsTests,testExecuteWithJobNameAndComplexParameters/0,false,131,7,2,0,2,1,9,11,0,3,0,9,1,1,0,0,0,0,3,4,3,0,0,0,0,0,18,0,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\support\transaction\ConcurrentTransactionAwareProxyTests.java,org.springframework.batch.support.transaction.ConcurrentTransactionAwareProxyTests$Anonymous1,doInTransaction/1[org.springframework.batch.support.transaction.TransactionStatus],false,113,1,8,0,8,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\support\transaction\ConcurrentTransactionAwareProxyTests.java,org.springframework.batch.support.transaction.ConcurrentTransactionAwareProxyTests$Anonymous2,call/0,false,127,1,9,0,9,2,2,9,1,3,0,2,0,0,1,0,0,0,1,1,3,1,1,0,0,0,13,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\support\transaction\ConcurrentTransactionAwareProxyTests.java,org.springframework.batch.support.transaction.ConcurrentTransactionAwareProxyTests$Anonymous7,doInTransaction/1[org.springframework.batch.support.transaction.TransactionStatus],false,251,1,8,0,8,2,4,7,1,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\util\ExecutionContextUserSupportTests.java,org.springframework.batch.item.util.ExecutionContextUserSupportTests,testGetKey/0,false,34,1,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\util\ExecutionContextUserSupportTests.java,org.springframework.batch.item.util.ExecutionContextUserSupportTests,testGetKeyWithNoNameSet/0,false,43,1,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,15,0,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\support\transaction\ConcurrentTransactionAwareProxyTests.java,org.springframework.batch.support.transaction.ConcurrentTransactionAwareProxyTests$Anonymous5,doInTransaction/1[org.springframework.batch.support.transaction.TransactionStatus],false,218,1,8,0,8,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,createTasklet/0,false,77,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1028,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,AbstractTaskletStepBuilder/1[org.springframework.batch.core.step.builder.StepBuilderHelper<?>],true,73,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,transactionAttribute/1[org.springframework.batch.core.step.builder.TransactionAttribute],false,251,3,1,0,1,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,listener/1[java.lang.Object],false,157,9,5,0,5,2,9,13,1,2,1,9,0,0,0,0,0,0,0,1,2,0,1,0,0,0,27,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,registerStepListenerAsChunkListener/0,false,133,4,2,0,2,3,2,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,4,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,stream/1[org.springframework.batch.core.step.builder.ItemStream],false,179,3,1,0,1,1,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,exceptionHandler/1[org.springframework.batch.core.step.builder.ExceptionHandler],false,218,3,1,0,1,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,listener/1[org.springframework.batch.core.ChunkListener],false,146,3,1,0,1,1,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,getStepOperations/0,false,261,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,taskExecutor/1[org.springframework.batch.core.step.builder.TaskExecutor],false,190,3,1,0,1,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,getThrottleLimit/0,false,288,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,getTransactionManager/0,false,300,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,false
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,transactionManager/1[org.springframework.batch.core.step.builder.PlatformTransactionManager],false,239,3,1,0,1,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,concurrent/0,false,278,2,0,0,0,2,0,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,22,4,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,throttleLimit/1[int],false,207,2,1,0,1,1,1,4,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,55,1,0,true
C:\Users\User\Downloads\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,getTransactionAttribute/0,false,292,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,false
